,tweets,sentiment
4172,"['anjir', 'cari', 'vaksin', 'booster', 'stok', 'fiks', 'berangkat', 'jakarta', 'banget', 'transport', 'inap', 'diurusin', 'panitia', 'bye', 'bye', 'perpusnas']",-1.0
4173,"['informasi', 'vaksin', 'booster', 'plis', 'urgent', 'banget', 'tukang', 'jasa', 'vaksin', 'menyatakancinta', 'rep', 'tweet', 'awas']",1.0
4174,"['dinusian', 'informasi', 'vaksin', 'booster', 'akak', 'akak']",1.0
4175,"['informasi', 'vaksin', 'booster', 'tangerang']",1.0
4176,"['daks', 'tauga', 'soreang', 'tsm', 'angkot', 'vaksin', 'booster', 'tsm', 'terimakasih']",1.0
4177,"['ayo', 'vaksin', 'booster', 'satu', 'bangun', 'bangsa']",1.0
4178,"['selamat', 'pagi', 'kakak', 'jalan', 'kakak', 'antarkota', 'tumpang', 'usia', 'wajib', 'vaksin', 'booster', 'informasi', 'lengkap', 'cek', 'link', 'terimakasih']",1.0
4179,"['vaksin', 'booster', 'gilir', 'dibutuhin', 'hilang', 'dibutuhin', 'nongol']",1.0
4180,"['usia', 'kota', 'vaksin', 'booster', 'tes', 'antigen', 'terimakasih']",1.0
4181,"['vaksin', 'booster', 'setamina', 'kembang', 'virus']",1.0
4182,"['lelah', 'jalan', 'prokes', 'laku', 'vaksin', 'booster', 'cegah', 'sebar', 'virus', 'covid', 'prokes', 'vaksin', 'bukti', 'antisipasi', 'sebar', 'virus', 'sekitar', 'satu', 'bangun', 'bangsa']",1.0
4183,"['jaga', 'prokes', 'musim', 'situasi', 'pandemi', 'covid', 'sepenuh', 'rileks', 'stres', 'ujung', 'turun', 'sistem', 'imunitas', 'tubuh', 'vaksin', 'booster', 'satu', 'bangun', 'bangsa']",-1.0
4184,"['opung', 'tinggal', 'vaksin', 'booster', 'umur']",1.0
4185,"['informasi', 'vaksin', 'booster', 'jabodetabek', 'jasa', 'tembak', 'minggir']",1.0
4186,"['jalan', 'kakak', 'kamandaka', 'kaligung', 'wajib', 'vaksin', 'booster', 'berangkat', 'wajib', 'vaksin', 'minimal', 'dosis', 'bukti', 'aplikasi', 'peduli', 'lindung', 'kartusertifikat', 'bentuk', 'fisik']",-1.0
4187,"['ayo', 'lawan', 'corona', 'vaksin', 'booster']",1.0
4188,"['admin', 'informasi', 'vaksin', 'booster']",1.0
4189,"['atur', 'vaksin', 'booster', 'poster', 'iklan', 'tivi']",1.0
4190,"['admin', 'informasi', 'vaksin', 'booster']",1.0
4191,"['informasi', 'vaksin', 'booster', 'jakarta', 'selatan', 'kakak']",1.0
4192,"['vaksin', 'booster', 'susah', 'skr', 'vaksin', 'stok', 'daerah', 'kosong', 'info', 'booster']",-1.0
4193,"['syarat', 'vaksin', 'cari', 'vaksin', 'booster', 'susah']",-1.0
4194,"['naah', 'vaksin', 'booster', 'sebentar', 'vaksin', 'tangkal', 'gagal', 'ginjal', 'chips', 'ala', 'medis', 'takut']",-1.0
4195,"['vaksin', 'booster', 'bandara', 'info', 'kang']",-1.0
4196,"['ret', 'wajib', 'vaksin', 'booster']",-1.0
4197,"['maju', 'takut', 'vaksin', 'booster']",1.0
4198,"['selamat', 'malam', 'syarat', 'jalan', 'kakak', 'jarak', 'usia', 'wajib', 'vaksin', 'booster', 'wajib', 'tunjuk', 'hasil', 'negatif', 'pcrantigen', 'informasi', 'lengkap', 'cek', 'link', 'terimakasih']",1.0
4199,"['leader', 'namjoon', 'kasih', 'untung', 'vaksin', 'booster', 'kuat']",1.0
4200,"['kirain', 'henti', 'swab', 'vaksin', 'booster']",-1.0
4201,"['kamandakaairlangga', 'tututut', 'semarang', 'tegal', 'wajib', 'vaksin', 'booster']",-1.0
4202,"['banget', 'vaksin', 'booster']",1.0
4203,"['vaksin', 'booster', 'kopit', 'kopet', 'melulu', 'siihhhh']",-1.0
4204,"['malam', 'berangkat', 'kota', 'stasiun', 'gambir', 'vaksin', 'booster', 'sana', 'test', 'rapid', 'terimakasih']",1.0
4205,"['nemu', 'vaksin', 'booster', 'jalan', 'jogja']",-1.0
4206,"['vaksin', 'booster', 'bivalen', 'vaksin', 'anak', 'buuu']",-1.0
4207,"['sta', 'kac', 'sedia', 'vaksin', 'booster', 'calon', 'pnp']",1.0
4208,"['pemerintahprovinsi', 'jawabarat', 'alokasi', 'kouta', 'cepat', 'vaksin', 'booster']",1.0
4209,"['informasi', 'vaksin', 'booster', 'pleasee']",1.0
4210,"['asma', 'habis', 'kambuh', 'vaksin', 'booster', 'tidack']",-1.0
4211,"['informasi', 'vaksin', 'booster', 'daerah', 'serpong', 'plsss']",1.0
4212,"['jalan', 'warga', 'kepri', 'khawatir', 'vaksin', 'booster']",1.0
4213,"['malang', 'tasikmalaya', 'vaksin', 'booster']",-1.0
4214,"['kocak', 'banget', 'suruh', 'vaksin', 'booster', 'stok', 'vaksin', 'kosong', 'tasik']",-1.0
4215,"['maaf', 'larang', 'wajib', 'vaksin', 'booster', 'vaksin', 'dosis']",-1.0
4216,"['wajar', 'tumpang', 'marah', 'cari', 'vaksin', 'booster', 'bulan', 'susah', 'banget', 'tiket', 'beli', 'beli', 'tiket', 'harap', 'vaksin', 'booster', 'berangkat', 'berangkat', 'vaksin', 'booster', 'kosong']",-1.0
4217,"['informasi', 'vaksin', 'booster', 'bulan', 'vaksin', 'booster', 'kosong', 'pergi', 'kota']",-1.0
4218,"['syarat', 'vaksin', 'booster', 'vaksin', 'covid', 'tegak', 'cabut', 'atur', 'konyol', 'bin', 'bodoh', 'tanggung', 'kipi', 'berat', 'kipi', 'ringan', 'panjang', 'mati']",-1.0
4219,"['vaksin', 'booster', 'cegah', 'lonjak', 'covid', 'ancam', 'omicron', 'xbb', 'daerahkhususibukota', 'jakarta', 'lokasi', 'vaksin', 'booster']",-1.0
4220,"['rek', 'informasi', 'vaksin', 'booster', 'sedia', 'mojokerto', 'info']",1.0
4221,"['sore', 'bu', 'dok', 'kramat', 'layan', 'vaksin', 'booster', 'terimakasih', 'bu']",1.0
4222,"['susah', 'banget', 'cari', 'vaksin', 'booster', 'nyesel', 'banget']",-1.0
4223,"['allah', 'menang', 'banget', 'cari', 'vaksin', 'booster', 'dimanamana']",1.0
4224,"['informasi', 'vaksin', 'booster', 'daerah', 'tangerang']",1.0
4225,"['teman', 'vaksin', 'booster', 'jakarta', 'selatan', 'buka']",1.0
4226,"['tiket', 'inap', 'vaksin', 'booster', 'vaksin', 'karawang', 'habis', 'informasi', 'vaksin', 'karawang', 'booster', 'pfizer']",1.0
4227,"['meetup', 'june', 'kaya', 'vaksin', 'booster']",1.0
4228,"['moga', 'atur', 'vaksin', 'booster', 'kakak', 'kota', 'hilang', 'secepatnyaaaa', 'aamiin', 'allah']",1.0
4229,"['vaksin', 'booster', 'tengah', 'data', 'peduli', 'lindung', 'terupdate']",1.0
4230,"['lena', 'gomez', 'abar', 'kena', 'covid', 'vaksin', 'booster']",-1.0
4231,"['suruh', 'ngelarang', 'tumpang', 'booster', 'tugas', 'lapang', 'rigid', 'diskresi', 'toleransi', 'calon', 'tumpang', 'booster', 'kerumun', 'masyarakat', 'wajib', 'vaksinbooster']",-1.0
4232,"['liat', 'drama', 'komunitas', 'baru', 'malsuin', 'bukti', 'vaksin', 'booster', 'bayang', 'kacau', 'standing']",-1.0
4233,"['informasi', 'vaksin', 'booster', 'daerah', 'tgr', 'nomor', 'menyatakancinta', 'yach']",1.0
4234,"['kayak', 'tau', 'mall', 'vaksin', 'booster', 'correctmeifi mwrong']",-1.0
4235,"['lawan', 'covid', 'vaksin', 'booster']",1.0
4236,"['beneran', 'ku', 'kerja', 'tugas', 'dekatsekali', 'deadline', 'nangiss', 'tertawa', 'tertawa', 'bajing', 'sunda', 'tupai', 'maju', 'maju', 'vaksin', 'booster']",1.0
4237,"['wihh', 'bagus', 'informasi', 'vaksin', 'booster']",1.0
4238,"['kaaa', 'informasi', 'butuh', 'vaksin', 'booster', 'pleas']",-1.0
4239,"['dreamstan', 'sebentar', 'nonton', 'dreamies', 'cgv', 'cenopolis', 'pastiin', 'vaksin', 'booster', 'vaksin', 'booster', 'segera', 'oke', 'coba', 'informasi', 'vaksin', 'booster', 'drop', 'bantu', 'booster']",1.0
4240,"['makji', 'vaksin', 'booster', 'daerah', 'makji', 'daerah', 'ku', 'kosong']",-1.0
4241,"['informasi', 'vaksin', 'booster', 'jogja']",1.0
4242,"['kayak', 'vaksin', 'booster']",-1.0
4243,"['dips', 'informasi', 'vaksin', 'booster', 'tembalang']",1.0
4244,"['stok', 'vaksin', 'booster', 'kosong', 'calon', 'tumpang', 'kakak', 'bingung']",-1.0
4245,"['informasi', 'vaksin', 'booster', 'modernapfizer', 'daerah', 'jakarta', 'joki', 'vaksin', 'vaksin', 'tembak', 'minggir']",-1.0
4246,"['stasiun', 'tawang', 'semarang', 'sedia', 'vaksin', 'booster', 'syarat', 'terimakasih']",1.0
4247,"['vaksin', 'booster', 'stasiun', 'pasar', 'senen', 'sedia']",1.0
4248,"['cari', 'vaksin', 'booster', 'susah', 'abis', 'kuota', 'melulu', 'bayar', 'sharing', 'butuh', 'informasi', 'vaksin', 'booster']",-1.0
4249,"['vaksin', 'booster', 'tinggal', 'ticket', 'izin', 'nich']",-1.0
4250,"['bhinamas', 'menghimbau', 'masyarakat', 'bel', 'vaksin', 'booster', 'vaksin', 'cipta', 'masyarakat', 'sehat']",1.0
4251,"['informasi', 'vaksin', 'booster', 'habis']",1.0
4252,"['maju', 'nahdatululama', 'takut', 'lengkap', 'vaksin', 'booster']",1.0
4253,"['stok', 'vaksin', 'booster', 'covid', 'surabaya', 'tip', 'warga', 'surabaya', 'butuh', 'vaksin', 'booster', 'lokasi', 'mal']",-1.0
4254,"['tanggal', 'oktober', 'pemerintahkota', 'shanghai', 'kali', 'vaksin', 'hirup', 'covid', 'gratis', 'vaksin', 'booster', 'warga', 'usia', 'terima', 'vaksinasi', 'lengkap']",1.0
4255,"['vaksin', 'booster', 'wilayah', 'indramayu', 'cirebon', 'kosong', 'booster', 'vaksin', 'stok']",-1.0
4256,"['fasilitas', 'vaksin', 'sedia', 'internasional', 'soekarnohatta', 'ecek', 'aplikasi', 'pedulilindungi', 'megetahui', 'instansi', 'sehat', 'dekat', 'sedia', 'fasilitas', 'vaksin', 'booster', 'terima', 'kasih', 'anya']",1.0
4257,"['pagi', 'izin', 'vaksin', 'booster', 'soekarno', 'hatta', 'terima', 'kasih']",1.0
4258,"['bekas', 'sekitar', 'informasi', 'vaksin', 'booster', 'pfizer']",-1.0
4259,"['informasi', 'vaksin', 'booster', 'jakarta']",1.0
4260,"['tingkat', 'imunitas', 'tubuh', 'lengkap', 'dosis', 'vaksin', 'tunda', 'tunggu', 'trpapar', 'sehat', 'vaksin', 'booster', 'protokol', 'sehat']",1.0
4261,"['vaksin', 'booster', 'info']",-1.0
4262,"['prokes', 'vaksin', 'booster', 'kunci', 'cegah', 'sebar', 'covid', 'virus', 'varian', 'omicron', 'lengah', 'disiplin', 'prokes', 'vaksin', 'booster']",1.0
4263,"['informasi', 'vaksin', 'booster', 'malang', 'kota', 'senin', 'besok', 'informasi', 'terima']",1.0
4264,"['informasi', 'vaksin', 'booster', 'bekas', 'kota', 'juseyoo']",-1.0
4265,"['informasi', 'vaksin', 'booster', 'bekas', 'kota', 'depok', 'jakarta', 'timur', 'plis', 'butuh', 'banget']",-1.0
4266,"['admin', 'vaksin', 'booster', 'stasiun', 'informasi', 'stok', 'ads']",-1.0
4267,"['vaksin', 'booster', 'gratis', 'kampus', 'book', 'pas', 'ontheway sedangdijalan', 'macet', 'tetep', 'vaksin', 'abang', 'kaya', 'literally', 'vaksin']",1.0
4268,"['hm', 'angkotnya', 'vaksin', 'booster', 'doain', 'tidakapa-apa', 'klar']",1.0
4269,"['sedih', 'banget', 'ban', 'makan', 'pedes', 'kelar', 'vaksin', 'booster']",-1.0
4270,"['penuh', 'syarat', 'vaksin', 'booster', 'aplikasi', 'pedulilindungi', 'kartutandapenduduk', 'tiket', 'kakak', 'antarkota', 'terimakasih']",1.0
4271,"['covid', 'xbb', 'indonesia', 'vaksin', 'ampuh', 'jurubicara', 'covid', 'covid', 'xbb', 'masyarakat', 'imbau', 'vaksin', 'booster', 'milik', 'daya', 'tahan']",1.0
4272,"['vaksin', 'booster', 'lupa', 'terap', 'protokol', 'sehat', 'putus', 'sebar', 'covid', 'varian', 'omicron', 'konflik', 'dipungkiri', 'tular']",1.0
4273,"['pasti', 'vaksin', 'booster', 'booster', 'tiket', 'batal', 'jadi', 'st', 'gambir', 'gudlak']",1.0
4274,"['mjb', 'vaksin', 'booster', 'bulan', 'langka', 'banget', 'kosong']",-1.0
4275,"['informasi', 'lokasi', 'vaksin', 'booster', 'surabaya', 'atur', 'baru', 'jalan', 'domestik', 'mnsyaratkan', 'vaksin', 'booster', 'mayoritas', 'habis', 'stok', 'terimakasih']",1.0
4276,"['labuh', 'lolos', 'vaksin', 'booster', 'ngenai', 'booster', 'penyitas', 'corona', 'booster', 'corona', 'patok', 'tular']",-1.0
4277,"['jam', 'usaha', 'jam', 'jenis', 'vaksin', 'booster', 'pfizer']",1.0
4278,"['informasi', 'vaksin', 'booster', 'jakarta', 'selatan', 'doong']",1.0
4279,"['jamin', 'menteri', 'udaj', 'vaksin', 'boster', 'coba', 'boster', 'tumpang', 'suruh', 'boster', 'jajar', 'kemenhub', 'vaksin', 'booster']",-1.0
4280,"['cari', 'vaksin', 'booster', 'pfizer', 'jogja', 'susah', 'banget', 'yak']",-1.0
4281,"['hej', 'vaksin', 'booster', 'alam', 'sutera', 'mas', 'sedia']",1.0
4282,"['tidakmau', 'vaksin', 'booster', 'mau', 'mood', 'booster', 'anjing', 'slebew']",1.0
4283,"['kepri', 'usul', 'cabut', 'syarat', 'vaksin', 'booster', 'untukbepergian']",-1.0
4284,"['percaya', 'teman', 'makeupin', 'wisuda', 'vaksin', 'booster', 'konser', 'buldep', 'wkwkwkkwwkk']",1.0
4285,"['izin', 'usia', 'vaksin', 'booster', 'vaksin', 'tensi', 'darah', 'kota', 'ringan']",-1.0
4286,"['plsss', 'informasi', 'vaksin', 'booster', 'bogor', 'gaiss']",1.0
4287,"['tugas', 'kai', 'siram', 'kuah', 'tumpang', 'vaksin', 'booster']",-1.0
4288,"['moots', 'informasi', 'vaksin', 'booster', 'daerah', 'tangsel']",1.0
4289,"['kayak', 'vaksin', 'booster', 'wajib']",-1.0
4290,"['minta', 'vaksin', 'booster', 'tingkat', 'stok', 'vaksin', 'covid', 'kosong']",-1.0
4291,"['anjing', 'vaksin', 'booster', 'tiket', 'beli']",-1.0
4292,"['usia', 'jalan', 'joglosemarkerto', 'wajib', 'vaksin', 'booster']",-1.0
4293,"['informasi', 'vaksin', 'booster', 'daerah', 'urgent']",1.0
4294,"['syarat', 'vaksin', 'stasiun', 'usia', 'minimal', 'vaksin', 'dosis', 'penuh', 'syarat', 'vaksin', 'booster', 'aplikasi', 'pedulilindungi', 'bawa', 'kartutandapenduduk', 'tiket', 'kakak', 'jarak', 'calon', 'tumpang']",-1.0
4295,"['informasi', 'vaksin', 'booster', 'besok', 'oktober']",1.0
4296,"['ayo', 'teman', 'vaksin', 'rapat', 'vaksin', 'booster', 'virus', 'corona', 'vaksin', 'insya', 'allah', 'kebal', 'tubuh', 'bagus', 'jaga', 'masuk', 'virus', 'corona']",1.0
4297,"['informasi', 'vaksin', 'booster', 'daerah', 'surabaya']",1.0
4298,"['informasi', 'vaksin', 'booster', 'miin']",1.0
4299,"['benar', 'bijak', 'syarat', 'vaksin', 'booster', 'perlu']",1.0
4300,"['laris', 'manis', 'atur', 'pakai', 'vaksin', 'booster', 'sekian', 'wkkwkwkw']",1.0
4301,"['informasi', 'vaksin', 'booster', 'stasiun', 'sedia']",1.0
4302,"['boleh', 'pesawat', 'vaksin', 'booster', 'tiga', 'dibantuin', 'cari', 'booster', 'sinopharm', 'cari', 'booster', 'vaksin']",-1.0
4303,"['bus', 'informasi', 'vaksin', 'booster', 'daerah', 'bus', 'manggis']",1.0
4304,"['bingung', 'outfit', 'konser', 'bingung', 'vaksin', 'booster', 'habis', 'dom', 'solo', 'informasi', 'huhu']",1.0
4305,"['vaksin', 'booster', 'habis', 'hilang', 'kasih', 'sayang']",1.0
4306,"['jbrfess', 'informasi', 'vaksin', 'booster', 'jumatsabtu', 'besok', 'jember', 'kota', 'terima', 'kasih']",1.0
4307,"['malam', 'admin', 'izin', 'sedia', 'vaksin', 'booster', 'tumpang', 'stasiun', 'tawang', 'semarang', 'sedia', 'syarat', 'terimakasihh']",-1.0
4308,"['vaksin', 'booster', 'mall', 'sun', 'plaza', 'medan', 'gada', 'cek']",-1.0
4309,"['informasi', 'vaksin', 'booster', 'daerah', 'jakarta', 'plish', 'butuh', 'banget']",-1.0
4310,"['tumpang', 'yangbersangkutan', 'maaf', 'tugas', 'maaf', 'klarifikasi', 'ungkap', 'yangbersangkutan', 'vaksin', 'booster', 'bawa', 'bukti', 'manual', 'boosternya', 'baca', 'apk', 'pedulilindungi']",1.0
4311,"['negara', 'laen', 'bebas', 'copat', 'copet', 'pandemi', 'wajib', 'vaksin', 'booster', 'mrna', 'gilir', 'kipi', 'kaya', 'lem', 'mission', 'imposible', 'sangkal', 'disc', 'hancur', 'detik']",-1.0
4312,"['oktober', 'pkl', 'wib', 'sd', 'selesai', 'laksana', 'damping', 'vaksin', 'booster', 'hewan', 'pasang', 'anting', 'ear', 'tag', 'hewan', 'ternak', 'ngrombo', 'tangen']",1.0
4313,"['tumpang', 'pesawat', 'dosis', 'terbang', 'stok', 'vaksin', 'booster', 'kota', 'palangkaraya', 'habis']",-1.0
4314,"['pas', 'scan', 'barcode', 'kece', 'vaksin', 'booster', 'stasiun', 'rangkasbitung', 'banten', 'stasiun', 'bogor', 'ajah', 'kece', 'vaksin', 'booster']",1.0
4315,"['bahasa', 'mudeng', 'fakta', 'tetangga', 'istri', 'vaksin', 'booster', 'tinggal', 'covid', 'suami', 'vaksin', 'covid', 'rawat', 'vaksin']",-1.0
4316,"['wedi', 'sakit', 'hati', 'wes', 'vaksin', 'booster']",-1.0
4317,"['pandemi', 'konser', 'vaksin', 'booster', 'bismillah', 'pakai', 'qn', 'dalem', 'ujung', 'social', 'distancing', 'jujur', 'pribadi', 'harap', 'qn', 'haduuh', 'opini', 'takut', 'hajar']",-1.0
4318,"['layan', 'vaksin', 'booster', 'senen', 'gambir']",1.0
4319,"['salah', 'tumpang', 'kai', 'cerdas', 'dikit', 'tumpang', 'nyampe', 'siram', 'kuah', 'contoh', 'beli', 'tiket', 'online', 'offline', 'serta', 'bukti', 'vaksin', 'booster', 'serta', 'tiket', 'tolak', 'kasih', 'cera']",-1.0
4320,"['informasi', 'layan', 'vaksin', 'booster', 'malam', 'gokar']",1.0
4321,"['takut', 'wlee', 'yiyi', 'vaksin', 'booster']",1.0
4322,"['layan', 'vaksin', 'booster', 'tumpang', 'kai', 'stasiun', 'tawang']",1.0
4323,"['jam', 'operasional', 'layan', 'vaksin', 'booster', 'stasiun', 'pasar', 'senen', 'jam', 'brapa', 'terimakasih']",1.0
4324,"['worldhealthorganization', 'saran', 'vaksin', 'booster', 'capai', 'persen', 'indonesia']",1.0
4325,"['izin', 'vaksin', 'booster', 'tumpang', 'siram', 'tugas', 'kai', 'kuah']",-1.0
4326,"['lena', 'gomez', 'positif', 'covid', 'ingat', 'fans', 'vaksin', 'booster']",1.0
4327,"['unggah', 'viral', 'media', 'sosial', 'instagram', 'peristiwa', 'tumpang', 'sangkut', 'tolak', 'vaksin', 'booster', 'covid']",1.0
4328,"['izin', 'vaksin', 'booster', 'tumpang', 'siram', 'tugas', 'loket', 'stasiun', 'gambir', 'viral', 'tumpang', 'stasiun', 'gambir', 'jakarta', 'siram', 'tugas', 'loket', 'kuah', 'makan', 'hangat']",1.0
4329,"['calon', 'tumpang', 'siram', 'tugas', 'kai', 'kuah', 'oden', 'gara-gara', 'tolak', 'boarding', 'vaksin', 'booster']",-1.0
4330,"['vaksin', 'booster', 'bukti', 'tingkat', 'herd', 'immunity', 'virus', 'corona']",-1.0
4331,"['ness', 'informasi', 'vaksin', 'booster', 'area', 'semarang']",1.0
4332,"['nonton', 'hun', 'wajib', 'vaksin', 'booster']",-1.0
4333,"['informasi', 'vaksin', 'booster', 'jogja', 'makasiiiihhhhh']",1.0
4334,"['tumpang', 'siram', 'tugas', 'kai', 'kesal', 'tolak', 'alas', 'vaksin', 'booster']",-1.0
4335,"['oke', 'teman', 'informasi', 'vaksin', 'booster', 'area', 'cibubur', 'siap', 'xixiix']",1.0
4336,"['vaksin', 'booster', 'dijakarta', 'selatan', 'susah', 'banget', 'nemunya']",-1.0
4337,"['maaf', 'vaksin', 'booster']",1.0
4338,"['informasi', 'vaksin', 'booster', 'jakarta', 'utara', 'cari', 'habis']",1.0
4339,"['banget', 'informasi', 'vaksin', 'booster', 'jogja', 'cari', 'habis']",1.0
4340,"['teman', 'informasi', 'vaksin', 'booster', 'area', 'cibubur', 'informasi', 'trimakasih']",1.0
4341,"['informasi', 'vaksin', 'booster', 'bogor']",1.0
4342,"['calon', 'tumpang', 'vaksin', 'booster', 'surat', 'terang', 'dokter', 'tindak', 'puji']",1.0
4343,"['izin', 'vaksin', 'booster', 'tumpang', 'siram', 'tugas', 'loket', 'stasiun', 'gambir', 'via']",-1.0
4344,"['izin', 'indovac', 'vaksin', 'booster', 'target', 'terbit', 'oktober']",-1.0
4345,"['persentase', 'hari', 'covid', 'turun', 'vaksinasi', 'primer', 'booster', 'gencar', 'vaksin', 'booster', 'guna', 'tingkat', 'kebal', 'tubuh', 'cegah', 'risiko', 'buruk', 'infeksi', 'covid']",-1.0
4346,"['teman', 'informasi', 'vaksin', 'booster', 'daerah', 'purwokerto', 'terimakasih']",1.0
4347,"['vaksin', 'booster', 'susah', 'banget', 'cari']",-1.0
4348,"['tugas', 'kai', 'siram', 'kuah', 'tumpang', 'vaksinbooster']",-1.0
4349,"['susah', 'banget', 'cari', 'vaksin', 'booster', 'jogja']",-1.0
4350,"['teman', 'informasi', 'vaksin', 'booster', 'daerah', 'jogja', 'thankss']",1.0
4351,"['tiongkok', 'vaksin', 'booster', 'hirup', 'dunia']",-1.0
4352,"['maaf', 'vaksin', 'booster', 'link']",1.0
4353,"['wta', 'informasi', 'vaksin', 'booster', 'moots', 'teman', 'ku', 'sekitar', 'jakarta', 'timur', 'vaksin', 'booster']",1.0
4354,"['menteri', 'sehat', 'menkes', 'budi', 'gunadi', 'sadikin', 'aku', 'wacana', 'vaksin', 'booster', 'bayar', 'laku', 'masyarakat', 'rencannya', 'tarif', 'laku', 'vaksin', 'booster', 'rp', 'dosis']",1.0
4355,"['rencana', 'patok', 'tarif', 'beri', 'vaksin', 'booster', 'covid', 'masyarakat', 'bayar', 'booster']",1.0
4356,"['layan', 'vaksin', 'booster', 'cgk', 'tumpang', 'garuda']",1.0
4357,"['tuju', 'bu', 'covid', 'lonjak', 'dorong', 'tambah', 'stok', 'vaksin', 'booster']",1.0
4358,"['informasi', 'vaksin', 'booster', 'daerah', 'tangerang']",1.0
4359,"['pagi', 'distaisun', 'tegal', 'ada', 'informasi', 'vaksin', 'booster', 'terimakasih']",1.0
4360,"['izin', 'bertanga', 'informasi', 'vaksin', 'booster', 'daerah', 'brebes', 'ketersediaanya', 'habis', 'cari', 'habis', 'total', 'carboncopy']",1.0
4361,"['menkes', 'budi', 'gunadi', 'vaksin', 'booster', 'lanjut', 'bayar', 'rp', 'ribu']",1.0
4362,"['informasi', 'vaksin', 'booster', 'surabaya', 'urgent', 'banget', 'informasi', 'vaksin']",1.0
4363,"['atur', 'vaksin', 'booster', 'wajib', 'jalan', 'pesawat', 'danlainlain', 'vaksin', 'booster', 'langka', 'vaksin', 'kuota', 'penuh', 'habis', 'solusi']",-1.0
4364,"['stasiun', 'senin', 'gambir', 'hari', 'layan', 'vaksin', 'booster', 'jam', 'tante', 'susah', 'banget', 'booster']",1.0
4365,"['ndes', 'vaksin', 'booster', 'semarang', 'susah', 'cari', 'cek', 'victori', 'kuota', 'penuh']",-1.0
4366,"['siapsiap', 'vaksin', 'booster', 'rencana', 'bayar', 'gin', 'harga']",1.0
4367,"['kota', 'atas', 'vaksin', 'booster', 'rapid']",-1.0
4368,"['anjime', 'vaksin', 'booster', 'ketemu', 'hun']",1.0
4369,"['pasti', 'vaksin', 'booster']",1.0
4370,"['cari', 'vaksin', 'booster', 'susah', 'informasi', 'vaksin', 'booster', 'daerah', 'tangerang']",-1.0
4371,"['ayo', 'vaksin', 'booster']",1.0
4372,"['pagi', 'informasi', 'vaksin', 'booster', 'ig', 'jarang', 'akun', 'infovaksinmalang', 'informasi', 'booster', 'bagi']",1.0
4373,"['informasi', 'lokasi', 'vaksin', 'booster', 'jakarta', 'barat', 'butuh', 'banget', 'nihh']",-1.0
4374,"['pemberitahuannya', 'gtu', 'stocknya', 'habis', 'vaksin', 'vaksin', 'booster']",1.0
4375,"['informasi', 'vaksin', 'booster', 'medan']",1.0
4376,"['vaksin', 'booster', 'parah', 'efek', 'linu', 'lengan', 'kiri', 'rasa', 'demam', 'badan', 'lemes', 'hari', 'ganti', 'baju', 'effort', 'vaksin', 'booster', 'puji', 'tuhan', 'aman', 'gel', 'bagi', 'bekas', 'sunti']",1.0
4377,"['selamat', 'pagi', 'maaf', 'izin', 'tunjuk', 'sertif', 'vaksin', 'booster', 'jalan', 'jarak', 'peduli', 'lindung', 'bentuk', 'print', 'out', 'terima', 'kasih']",1.0
4378,"['ibu', 'eks', 'kanker', 'vaksin', 'booster', 'lengkap', 'konsul', 'pakai', 'rujuk', 'bpjs', 'pasti', 'relapsealternatif', 'cari', 'kerja', 'wfh', 'freelance', 'usaha', 'gaji', 'gede', 'wfhwfaremote', 'skill', 'binggris', 'bagus', 'semangat']",1.0
4379,"['fitphonelive', 'sofyan', 'budi', 'raharjo', 'spp', 'ketua', 'pdpi', 'jawa', 'tema', 'antisipasi', 'varian', 'vaksin', 'booster', 'lindung']",1.0
4380,"['ayo', 'lengkap', 'vaksin', 'booster', 'sehat', 'dehat']",1.0
4381,"['informasi', 'vaksin', 'booster', 'daerah', 'pwk']",1.0
4382,"['joe', 'biden', 'terima', 'sunti', 'vaksin', 'booster', 'covid', 'baru']",1.0
4383,"['kota', 'shanghai', 'china', 'vaksin', 'covid', 'hirup', 'kuat', 'alias', 'booster', 'bas', 'adncov', 'vaksin', 'booster', 'kembang', 'cansino', 'biologics', 'vaksin', 'nebulizer', 'ubah']",1.0
4384,"['wtb', 'jasa', 'tembak', 'vaksin', 'booster', 'pay', 'data']",-1.0
4385,"['indonesia', 'waspada', 'sebar', 'covid', 'omicron', 'xbb', 'subvarian', 'tingkat', 'daya', 'virus', 'vaksin', 'booster', 'efektif', 'langka', 'vaksin']",1.0
4386,"['informasi', 'vaksin', 'booster', 'jepara', 'males']",-1.0
4387,"['selamat', 'malam', 'tumpang', 'kakak', 'jarak', 'wajib', 'lampir', 'surat', 'hasil', 'negatif', 'rapid', 'test', 'antigenrtpcr', 'tumpang', 'kakak', 'jarak', 'usia', 'atas', 'wajib', 'vaksin', 'booster', 'terima', 'kasih']",1.0
4388,"['nonton', 'konser', 'suruh', 'vaksin', 'booster', 'marahmarah', 'menejemen', 'soksok', 'event', 'physical', 'contact', 'wokwokwowk']",-1.0
4389,"['informasi', 'vaksin', 'booster', 'jogja']",1.0
4390,"['pagi', 'vaksin', 'booster', 'lngsung', 'lmbur', 'badan', 'kutu', 'tular']",-1.0
4391,"['biu', 'otak', 'vaksin', 'booster', 'napas']",1.0
